Timestamp,Transaction ID,Sender Account,Total Sent Amount,Receiver Account,Receiver Amount,Token Symbol,Memo,Fee (HBAR)
2024-12-12T19:42:32.000Z,0.0.6936483-1734032543-284628077,0.0.6936483,1,0.0.7843604,1,GC,,0.00337123
2024-12-09T23:06:36.000Z,0.0.7812435-1733785586-537779831,0.0.3279210,343.688489,0.0.7812435,343.688489,GC,,0
2024-12-09T06:40:31.000Z,0.0.995584-1733726423-129437459,0.0.3280374,67.766635,0.0.7806437,67.766635,GC,,0
2024-12-09T07:22:50.000Z,0.0.7802819-1733728959-731203021,0.0.3279183,2295.751263,0.0.7802819,2295.751263,GC,,0
2024-12-09T07:19:10.000Z,0.0.7802819-1733728737-368799985,0.0.3279183,3074.821368,0.0.7802819,3074.821368,GC,,0
2024-12-09T03:18:37.000Z,0.0.7802819-1733714305-199628296,0.0.3280374,3260.537056,0.0.7802819,3260.537056,GC,,0
2024-12-09T02:33:18.000Z,0.0.7802084-1733711579-972238114,0.0.3280374,936.382238,0.0.7802084,936.382238,GC,,0
2024-12-08T23:01:40.000Z,0.0.7800930-1733698886-823073793,0.0.3279183,1213.643119,0.0.7800930,1213.643119,GC,,0
2024-12-10T09:10:11.000Z,0.0.7799257-1733821797-227992235,0.0.3279183,1092.171683,0.0.7799257,1092.171683,GC,,0
2024-12-10T16:09:24.000Z,0.0.7798769-1733846947-371676985,0.0.3280374,432.26973,0.0.7798769,432.26973,GC,,0
2024-12-10T16:01:46.000Z,0.0.7798769-1733846494-901965536,0.0.3280374,216.722725,0.0.7798769,216.722725,GC,,0
2024-12-08T15:49:49.000Z,0.0.7798148-1733672951-155127644,0.0.3279183,540.769536,0.0.7798148,540.769536,GC,,0
2024-12-08T11:58:02.000Z,0.0.7793830-1733659070-884858719,0.0.3280374,344.263111,0.0.7793830,344.263111,GC,,0
2024-12-08T05:53:11.000Z,0.0.7791781-1733637163-434254311,0.0.3279183,56783.803521,0.0.7791781,56783.803521,GC,,0
2024-12-10T16:43:25.000Z,0.0.7654983-1733848987-835962727,0.0.7654983,134698.823119,0.0.7790024,134698.823119,GC,,0.00349686
2024-12-08T01:30:50.000Z,0.0.7654983-1733621432-992823639,0.0.7654983,115301.176881,0.0.7790024,115301.176881,GC,,0.00301213
2024-12-07T19:30:10.000Z,0.0.7788377-1733599783-834644540,0.0.3279183,814.298769,0.0.7788377,814.298769,GC,,0
2024-12-07T21:12:56.000Z,0.0.7788050-1733605962-737402643,0.0.3279183,13330.511245,0.0.7788050,13330.511245,GC,,0
2024-12-07T20:09:02.000Z,0.0.7788050-1733602131-992654844,0.0.3280374,1018.928823,0.0.7788050,1018.928823,GC,,0
2024-12-07T18:56:24.000Z,0.0.7788050-1733597770-730456966,0.0.3279183,1814.205133,0.0.7788050,1814.205133,GC,,0
2024-12-07T18:53:33.000Z,0.0.7788050-1733597603-837761756,0.0.3279183,1057.783113,0.0.7788050,1057.783113,GC,,0
2024-12-08T23:28:26.000Z,0.0.7776101-1733700495-781542777,0.0.7776101,20231.379068,0.0.7787910,20231.379068,GC,,0.15459105
2024-12-11T00:22:18.000Z,0.0.7787556-1733876529-722476375,0.0.3279183,1212.93811,0.0.7787556,1212.93811,GC,,0
2024-12-07T17:57:43.000Z,0.0.7787556-1733594243-178950735,0.0.3279183,4704.775047,0.0.7787556,4704.775047,GC,,0
2024-12-07T16:34:27.000Z,0.0.7786580-1733589253-362906720,0.0.3279183,33081.101749,0.0.7786580,33081.101749,GC,,0
2024-12-07T16:29:15.000Z,0.0.7786580-1733588944-283965334,0.0.3279183,310.676446,0.0.7786580,310.676446,GC,,0
2024-12-07T14:00:55.000Z,0.0.7785584-1733580043-045374234,0.0.3279210,1000,0.0.7785584,1000,GC,,0
2024-12-07T13:49:57.000Z,0.0.7190251-1733579385-126093720,0.0.7190251,88000.966767,0.0.7785584,88000.966767,GC,,0.00300338
2024-12-07T13:49:07.000Z,0.0.7190251-1733579336-556551571,0.0.7190251,1000,0.0.7785584,1000,GC,,0.00300338
2024-12-09T18:37:16.000Z,0.0.7784808-1733769423-722151472,0.0.4817915,92.611654,0.0.7784808,92.611654,GC,,0
2024-12-09T18:37:16.000Z,0.0.7784808-1733769423-722151472,0.0.4817915,279.692378,0.0.7784808,279.692378,GC,,0
2024-12-08T05:59:52.000Z,0.0.7784808-1733637577-948557611,0.0.4817915,1033.851343,0.0.7784808,1033.851343,GC,,0
2024-12-07T17:03:02.000Z,0.0.7784808-1733590969-879508418,0.0.4817915,1312.505345,0.0.7784808,1312.505345,GC,,0
2024-12-07T12:24:07.000Z,0.0.7784808-1733574231-008503585,0.0.3280374,621.74869,0.0.7784808,621.74869,GC,,0
2024-12-07T12:18:26.000Z,0.0.7784808-1733573886-143840309,0.0.3938763,73.917094,0.0.7784808,73.917094,GC,,0
2024-12-10T09:04:48.000Z,0.0.7784534-1733821469-025540475,0.0.3280374,1092.183862,0.0.7784534,1092.183862,GC,,0
2024-12-08T03:37:05.000Z,0.0.7784534-1733629003-847946075,0.0.3279183,2542.675217,0.0.7784534,2542.675217,GC,,0
2024-12-07T13:56:57.000Z,0.0.7784534-1733579776-017721602,0.0.3280374,4097.845896,0.0.7784534,4097.845896,GC,,0
2024-12-07T10:01:29.000Z,0.0.7783941-1733565655-539386222,0.0.3279210,3501.175653,0.0.7783941,3501.175653,GC,,0
2024-12-07T10:31:32.000Z,0.0.7783657-1733567475-717267049,0.0.3279183,2576.993849,0.0.7783657,2576.993849,GC,,0
2024-12-09T05:41:57.000Z,0.0.7782263-1733722898-973172071,0.0.3279183,1880.426951,0.0.7782263,1880.426951,GC,,0
2024-12-07T07:18:37.000Z,0.0.7782263-1733555884-520969834,0.0.3279183,4495.629739,0.0.7782263,4495.629739,GC,,0
2024-12-07T05:55:41.000Z,0.0.1918640-1733550928-333039817,0.0.1918640,300,0.0.7781536,300,GC,,0.00293059
2024-12-07T05:54:33.000Z,0.0.1918640-1733550862-920026077,0.0.1918640,1,0.0.7781536,1,GC,,0.00293059
2024-12-08T09:36:17.000Z,0.0.7781366-1733650551-651150521,0.0.3280374,74.286965,0.0.7781366,74.286965,GC,,0
2024-12-07T04:58:58.000Z,0.0.7780867-1733547488-381172712,0.0.3279183,45963.362451,0.0.7780867,45963.362451,GC,,0
2024-12-07T04:33:02.000Z,0.0.7780867-1733545942-138986289,0.0.3279183,47311.896788,0.0.7780867,47311.896788,GC,,0
2024-12-07T12:13:52.000Z,0.0.7780687-1733573617-117389074,0.0.3279183,29845.223539,0.0.7780687,29845.223539,GC,,0
2024-12-07T22:59:35.000Z,0.0.7780601-1733612278-597370598,0.0.3279183,46111.356999,0.0.7780601,46111.356999,GC,,0
2024-12-10T00:54:32.000Z,0.0.7780574-1733792009-534491446,0.0.3938763,111.142315,0.0.7780574,111.142315,GC,,0
2024-12-10T00:43:23.000Z,0.0.7780574-1733791340-491750721,0.0.3279210,488.935177,0.0.7780574,488.935177,GC,,0
2024-12-08T11:39:17.000Z,0.0.7780574-1733657878-264588953,0.0.3280374,429.263376,0.0.7780574,429.263376,GC,,0
2024-12-08T11:38:50.000Z,0.0.7780574-1733657864-424658981,0.0.3280374,537.081534,0.0.7780574,537.081534,GC,,0
2024-12-08T03:29:23.000Z,0.0.7780574-1733628500-079835926,0.0.3279210,763.696415,0.0.7780574,763.696415,GC,,0
2024-12-08T00:47:44.000Z,0.0.7780574-1733618775-909623372,0.0.3279183,1116.158064,0.0.7780574,1116.158064,GC,,0
2024-12-07T04:28:37.000Z,0.0.7780574-1733545650-853450458,0.0.3279183,6054.070785,0.0.7780574,6054.070785,GC,,0
2024-12-07T04:26:51.000Z,0.0.7780574-1733545561-626156249,0.0.3938763,82.562516,0.0.7780574,82.562516,GC,,0
2024-12-08T19:41:30.000Z,0.0.7780120-1733686880-405974149,0.0.3279183,23673.886295,0.0.7780120,23673.886295,GC,,0
2024-12-07T02:51:17.000Z,0.0.7577950-1733539866-960726526,0.0.7577950,22727.229109,0.0.7780120,22727.229109,GC,,0.002897
2024-12-07T02:03:30.000Z,0.0.7779471-1733536997-620822109,0.0.3279210,1214.343295,0.0.7779471,1214.343295,GC,,0
2024-12-07T01:17:28.000Z,0.0.7779246-1733534235-270893721,0.0.3279183,237.894185,0.0.7779246,237.894185,GC,,0
2024-12-07T05:02:45.000Z,0.0.7779178-1733547744-734166843,0.0.3279210,1954.638839,0.0.7779178,1954.638839,GC,,0
2024-12-07T03:25:04.000Z,0.0.7779092-1733541888-504757764,0.0.3280252,10.925922,0.0.7779092,10.925922,GC,,0
2024-12-09T20:31:21.000Z,0.0.7778951-1733776268-134033811,0.0.3279210,1196.014074,0.0.7778951,1196.014074,GC,,0
2024-12-13T05:00:17.000Z,0.0.7778923-1734066001-231524304,0.0.3279183,48790.985821,0.0.7778923,48790.985821,GC,,0
2024-12-13T04:59:39.000Z,0.0.7778923-1734065962-956710001,0.0.3279183,49211.209844,0.0.7778923,49211.209844,GC,,0
2024-12-13T04:41:30.000Z,0.0.7778923-1734064873-559929546,0.0.3279183,45260.123124,0.0.7778923,45260.123124,GC,,0
2024-12-12T23:30:18.000Z,0.0.7778923-1734046203-641816778,0.0.3279183,43077.962619,0.0.7778923,43077.962619,GC,,0
2024-12-11T01:49:50.000Z,0.0.7778923-1733881775-602382452,0.0.3279183,10935.038682,0.0.7778923,10935.038682,GC,,0
2024-12-11T01:46:53.000Z,0.0.7778923-1733881599-266675830,0.0.3279183,24387.634667,0.0.7778923,24387.634667,GC,,0
2024-12-09T17:08:57.000Z,0.0.7778923-1733764121-424762669,0.0.3279183,24570.575393,0.0.7778923,24570.575393,GC,,0
2024-12-08T22:28:47.000Z,0.0.7778923-1733696913-652339789,0.0.3279183,144391.296721,0.0.7778923,144391.296721,GC,,0
2024-12-07T00:46:31.000Z,0.0.7778605-1733532352-873531949,0.0.3279210,8115.570877,0.0.7778605,8115.570877,GC,,0
2024-12-07T00:00:17.000Z,0.0.7778579-1733529582-950049043,0.0.3279183,1966.199221,0.0.7778579,1966.199221,GC,,0
2024-12-06T23:56:49.000Z,0.0.7778543-1733529392-032870651,0.0.3279210,6189.367922,0.0.7778543,6189.367922,GC,,0
2024-12-07T18:14:51.000Z,0.0.7778520-1733595278-882185890,0.0.3279183,619.238461,0.0.7778520,619.238461,GC,,0
