Timestamp,Transaction ID,Sender Account,Total Sent Amount,Receiver Account,Receiver Amount,Token Symbol,Memo,Fee (HBAR)
2024-12-11T15:13:17.000Z,0.0.7830153-1733929981-795809153,0.0.3160795,271710333.829602,0.0.7830153,271710333.829602,Bull,,0
2024-12-11T19:33:46.000Z,0.0.7829455-1733945609-624854064,0.0.4605267,67208.18533,0.0.7829455,67208.18533,Bull,,0
2024-12-11T19:31:10.000Z,0.0.7829455-1733945453-095871771,0.0.4605267,33816.470509,0.0.7829455,33816.470509,Bull,,0
2024-12-11T18:57:20.000Z,0.0.7829455-1733943424-214315378,0.0.3305771,38516.121383,0.0.7829455,38516.121383,Bull,,0
2024-12-08T10:56:04.000Z,0.0.7793830-1733655347-214289198,0.0.3160795,1057703.773601,0.0.7793830,1057703.773601,Bull,,0
2024-12-05T10:04:47.000Z,0.0.7742625-1733393071-026493539,0.0.3161140,31039.48397,0.0.7742625,31039.48397,Bull,,0
2024-12-11T15:41:11.000Z,0.0.7736454-1733931652-811063869,0.0.3160795,16439196.148431,0.0.7736454,16439196.148431,Bull,,0
2024-12-08T10:37:45.000Z,0.0.7736454-1733654247-968572903,0.0.4816623,1125298.905703,0.0.7736454,1125298.905703,Bull,,0
2024-12-07T18:36:17.000Z,0.0.7736454-1733596563-914015668,0.0.3160795,5255470.17089,0.0.7736454,5255470.17089,Bull,,0
2024-12-04T04:21:31.000Z,0.0.997927-1733286079-058190426,0.0.997927,1444730.860665,0.0.7735860,1444730.860665,Bull,,0.00308059
2024-12-06T06:53:19.000Z,0.0.7732467-1733467988-540287582,0.0.3160795,1857329.375803,0.0.7732467,1857329.375803,Bull,,0
2024-12-03T02:01:32.000Z,0.0.995584-1733191282-201486456,0.0.3160795,2647201.701607,0.0.7718394,2647201.701607,Bull,,0
2024-12-03T01:06:07.000Z,0.0.7717603-1733187929-604863392,0.0.3160795,1931108.42306,0.0.7717603,1931108.42306,Bull,,0
2024-12-03T02:42:45.000Z,0.0.7717253-1733193727-489225043,0.0.3240198,927460.333812,0.0.7717253,927460.333812,Bull,,0
2024-12-03T02:20:51.000Z,0.0.7717253-1733192425-989668425,0.0.3160795,3709841.335251,0.0.7717253,3709841.335251,Bull,,0
2024-12-05T00:42:31.000Z,0.0.7716757-1733359340-469930339,0.0.3160795,8627779.795363,0.0.7716757,8627779.795363,Bull,,0
2024-12-03T00:33:32.000Z,0.0.7716757-1733185997-394383655,0.0.3160795,8627779.795363,0.0.7716757,8627779.795363,Bull,,0
2024-12-03T11:37:41.000Z,0.0.7707528-1733225845-404394368,0.0.3160795,1714878.087225,0.0.7707528,1714878.087225,Bull,,0
2024-12-03T00:58:43.000Z,0.0.7704282-1733187509-490999192,0.0.3160795,2555607.969683,0.0.7704282,2555607.969683,Bull,,0
2024-12-01T06:06:26.000Z,0.0.995584-1733033175-863818726,0.0.3160795,5784822.372662,0.0.7698305,5784822.372662,Bull,,0
2024-11-27T22:09:42.000Z,0.0.7640469-1732745367-975743980,0.0.3160795,2654144.490261,0.0.7640469,2654144.490261,Bull,,0
2024-11-26T09:31:19.000Z,0.0.7637089-1732613441-009960710,0.0.3160795,10398043.721742,0.0.7637089,10398043.721742,Bull,,0
2024-11-26T09:14:05.000Z,0.0.7637089-1732612425-561057316,0.0.3160795,11005216.402999,0.0.7637089,11005216.402999,Bull,,0
2024-12-07T12:25:02.000Z,0.0.7636227-1733574295-896497012,0.0.3160795,3553644.896029,0.0.7636227,3553644.896029,Bull,,0
2024-12-03T00:42:01.000Z,0.0.7625732-1733186507-903745009,0.0.3160795,7640207.734686,0.0.7625732,7640207.734686,Bull,,0
2024-12-03T00:12:37.000Z,0.0.7625732-1733184738-730672030,0.0.3160795,35293210.867173,0.0.7625732,35293210.867173,Bull,,0
2024-12-03T12:09:30.000Z,0.0.7624152-1733227752-255020040,0.0.3297547,33162.339478,0.0.7624152,33162.339478,Bull,,0
